ulasan_bersih,sentimen
kemarin ada kendala wktu isi gopay g bisa saya pikir error jd saya cb berkali tp mohon maaf bngt hari ini jd gopay saya kebayar berkali lipat kan g lucu abis ini dicoret dari kk gara isi gopay samoe  kali berturut,positif
saya sudah pakai apk gojek lama bangeet tp kecewa karna sebulan lebih tidak ada voucer gofood dll di akun saya lapor du aplikasi ga membantu karna yg jalanin robot dan telpon ke cs gojekpun ga nyambung kecewa,negatif
parah sumpah telat byr cicilan blm  jam aja semua kontak darurat di hubungin semua di teror ngancem mau di datengin ke tempat kerja padahal aplikasi gede tp dah ky bank keliling pdhal telat byr jg kena dendakan,negatif
kecewa sm gojek suspend akun customer cuma sepihak tanpa ada penjelasan detail nyabuat apa masih pakai aplikasi ini percumaselama saya pakai gojek gak pernh anehtp tau ada pemberitahuan akun di suspend permanenbner kecewa smoga ke depan nya gak lebih baik dr sebelum nyaterima kasih pelanggan setia yang kecewa,negatif
sangat puas oleh pelayanan gojek sy sangat terpercaya oleh apl gojek jd udh berlangganan setiap pergi sy selalu order gojek karna sy terasa nyaman dan untuk drever nya sangat lah ramah tamah pelayanan nya dan membuat sy terasa nyaman mksh gojek dan drever nya🙏🙏🙏🙏🙏🙏,positif
senang dan terbantu banget kalau pas lg males keluar rumah 👍 😁 makasih buat abang dan kakak gojek yg udh baik hati ramah dan murah senyum sehat sllu dan tetap semangat 💪 mencari rezeki ☺,positif
halo gojek mau tanya saya dulu pernah jadi driver gojek tahun  kalau ngak salahmahyang waktu hp jaman jte sama huawaei nah hp saya itu hilang trus lupa lagi emailnya jugayang saya mau tanya apa masih bisa d aktifin lagi apa tidak,positif
saya tidak suka watu gojek membatal kan pesanan saya dan di ganti gojek lain dan harga kali lipat dari harga asli kalau masih adha ke jadian seperti itu lebih baik saya suruh teman saya ganti ke grap semua mohon untuk pihak gojek di perhatikan,negatif
suka sebel sama driver yg blagu mau ambil orderan ny cuma yg deket doang sya dr tambun cuma mau ke juanda bekasi kota susaaahh bgt dpt driverr skaliny dpt alesan ban bocorr hadeh,netral
buat gojek tolong ini tadi saya isi gopay kenapa harus pake pin segala biar aman tpi pas saya udah pasang pin buat verifikasi kode smsnya malah nomer saya kurang digitnya trs aplikasi gojek saya gabisa digunakan gimana ini  udah terlanjur isi gopay pula tolong tindakannya saya ga punya pulsa buat ngehubungin call center soalnya pake wifi dirumah sekian terimakasih,netral
saya kecewa sy baru isi gopay  ribu masih ada sisa gopay  ribu lagi eh malah amplikasinya di non aktifkan gimana dong saldo sya yg blm kepakai kecewa,netral
hi admin gojek saya mau nanya nihsaya udah x dpt tlpn yg ngk jelas katanya sih dr perusahaan gojeknya katanya saya dpt hadiah dr gojek berupa gopay sebesar rp  jt pdhl saya udah ngk pki aplikasi gojek lg cm dia tau nama saya dr no tlpn yg saya daftarkan di gojek dl ini beneran ngk sih lg ada promo hadiah kyk gitumenurut saya sih ini penipuan tp yg agak ragunya kok ada sms dr gojeknya lgsg kode verifikasi itu buat apa ya,positif
up lagi ke star  karena fast respon dr pihak gojek langsung tlp saya  star lagi untuk kesempurnaan aplikasi,positif
sangat buruk stiap kli buka aplikasi gojek slalu muncul kotak hitam  untung pangkaln gojek dkat rmh sy jdi gk masalh buat sy  oto doho untung kalian nya itu,negatif
saya dari bangka saya mau konfirmasi knapa sih driver ojol yg trutama dri gojek ini sering melanggar lalulintas saya juga kna imbas nya saya ketabrak driver ojol di perempatan lampu merah tolong dong bagi yg ojol mohon dong jangan langgar lalu lintas,negatif
gw baru  kali dalam seumur hidup gw ngerasain kek gini i wanna say no to goride a gain pulang sekolah mesen gojek semua driver sibuk dan ketika nanya sama driver oh kemungkinan server nya lagi ganguan jika emang ganguan seenggaknya kalian post di ig kalian gk kayak gini saya jadi bingung ketika udh dapet drivernya mau saya cancel gk enak tapi saya minta orang tua saya jemput saya yg di salahin nantinya itu aja mungkin dari saya intinya saya sangat kecewa dan sangat emosi,negatif
mmm sebernanya saya suka dan cukuo puastapi saya sebagai ibu rumah tanggamau nya si gojekk buat jg layanan belanja kepasar tradisionajadi pekerjaan ibu rumah tangga terbantu,positif
saya jadi males pake gojek ketika ngisi paketan pake go pulsa pas ada sms oppss terjadi kesalahan gopay kepotong dan paketan pun ga dapet bikin rugi aja tolong diperbaiki sistemnya 😶,negatif
klo bisa gojek ride jgn pake atribut kasian yg ada daerah opang malah susah nyarinyasaya barusan dapet gojek pake atribut daerah saya ada opangnya saya sih gk takut karena ada jalan lain yg aman tapi gojek nya bilang di mau nya sampe pangkalan takut padahal sebelumnya jalan tersebut aman tapi kata gojek nya daerah ini mah gk bisa masuk saya bilang ya udh tapi sebenarnya saya kecewa karena naik opang sampai rumah harus bayar lgi padahal dari pangkalan sampai rumah saya itu udh deket tolong yaaa 😤,netral
akun saya softbanned dari bulan desemberdari desember  sekarang voucher gojek saya dan diskonan restonya tiba tiba hilang semuanya udh bikin laporan malah ga ditanggapi sama sekali dan malah dibilang hal yang tidak wajar padahal saya ga ngapangapain malah dibilang hal yang tidak wajar,negatif
kenapa saat upgrade gopay later langsung ada yang menelpon terus tentang gopay later tolong ditindaklanjuti dong ganggu soalnya,positif
tolong dong untuk gshop nya jangan ada kendala saya penjual kadang orderan saya tertunda karna tak bisa pesan gshop,positif
klo mau naik ojol gak usah sombong bro driver cuma mitra bukan karyawan babu atau jongos mereja juga manusia normal bisa lihat penumpang yg baik atau pelit udah murah naik ojol malah sombong naik taxi aja klo mau di anggap raja sanggup gaak lo bayar taxi gak usah naik ojol klo gak mau di cuekin driver ya wajar lah udah bayar murah gak ngasih tips minta di harga sadar diri aja kita sebagai pengguna transportasi jangan pelit,positif
tiap buka aplikasi gojekslalu langsung nongol pasang pin untuk gopay padahal saya gak pernah pake gopay jadi tiap mau pesan gojek atau gofood saya beralih ke ojol sbelah deh gara² gak bisa buka menu aplikasi,netral
saya heran dengan gojek awalnya saya bisa menggunakan smua fitur nya tapi setelah beberapa bulan kemudia tidak dapat digunakan dan dana akun prakerja saya masuk di gopay sudah saya lapor ke email tapi tetap mendeteksi pemakaian yang tidak biasa padahal akun saya cuman  tolong kerjasamanya gojek,negatif
maaf ni jeksaya td kan isi gopay kan yakudh saya buat order tuh pengiriman jg udh smpetp tiba² ni app minta saya pasang pin gopay dan masalahnya nomer saya udh meninggoydan gk bs dicancel tu jd gk bs kasih abang gojeknya rating bintang kejoragmn dong jektolong beri saya jawaban secepatnya nanti sy gk pke app ini lg lho ya klo lama² jawabnya,positif
emang sih awal awal dpt voucher bneran jelas ada voucher eh kesini kesini semakin sering order semakin pada ilang voucher nya semua akhir nya pindah saya ke grab haha,negatif
makin hari makin mantul dengan alat transportasi gojek yg kekinian sayah jadi gampang dan mudah untuk melakukan hal apapun seperti perjalanan shoping bahkan bisa pesan makanan melalui gojek terimakasih gojek anak bangsa semoga sukses dan semakin baik pelayananya,positif
go resto super itu pembodohan publik intinya driver lama jg menunggu masakannya dan yg pling buruk kita sangat dipersulit cancle order karna salah metode pembayaran cs tidak akan pernah bisa dihubungin stopgojek uninstalgojek stoppembodohanpublik,negatif
hai gojek setiap sy ingin membeli kuota telkomsel dengan via gopay knp tdk bisa dan selalu di alihkan ke playstore lagi pdhl uang sdh cukup dan sudah download apk gojek,netral
halo gojek maaf kamu aku uninstall dulu ya abis nya ngasih limit gopaylater nya dikit banget tanggung aku cobain beberapa bulan tanpa telat bayar tetap aja ga ditambahin aku pake yang sebelah dulu aja dech,negatif
sengaja kasih bintang  biar di baca apaan paling jelek bgt ketika salah pesanan gabisa dibatalin  makin kesini kinerja kerja nya makin ga bagus  saya yg tadi nya penggguna setia gojek jadi mls pake gojek semoga makin bagus deh kedepan nya biar g ngecewain,positif
tarik tunai di atm bca sampe sekarang ga keluar no transaksinya sudah hari saldo sudah kepotongtelpon cs berkali disuruh nunggu jam sekarang sudah hari ke  saldo ga balik ke gopay dan keterangan masih proses terusgimana mau maju aplikasi anak bangsa kalau kayak gini yang jadi pertanyaan mau sampai kiamat proses tarik tunainya kalau memang ga mau balikin saldonya bilang aja biar saya ga pakai lagi gojek ga rugi saya kalau harus ganti grab,negatif
tolong ya ni app makin lama makin naik aja basic nya tarif dah di sesuaikan ni malah naik sampe  udah ngalahin yg pangkalan aja tolong lah klo naikin harga yg bener kdang hujan biasa nya gojek rb ni jadi  klo go car biasa  ni jadi  yg bener aja siapa yg mau pesan sgtu harga nya,negatif
makin gajelas memblokir tanpa sebab dan tidak diberikan alasan aktivitas apa yang tidak wajar di akun saya ini aplikasi anak bangsa customer service diisi oleh sdm yang tidak mumpuni dan tidak memberikan solusi atas permasalahan yang ada bravo gojek indonesia 👎👎👎,negatif
saya sering belanja di alfamart dan keterangannya sukses di gopay tapi tidak sukses di kasiran nya buang buang uang saya saja kalo bisa kasih bintang  mah sudah saya kasih  dah tai,negatif
saya dibohongi sama drivernyasaya sudah sampai dirumah tp drivernya tidak mencet menurunkan tambah saya tidak dapat pointdan saya kehilangan kgmn ini tanggung jawab dr perusahaan kepada semua driver,negatif
dulu pakai gojek enak sekarang kok gini ya baru tou up semalem paginya udah ilang saldonya padahal gak ada transaksi apaapa tolong dong kembaliin saldonya😌,negatif
kenapa di fitur go food gx bisa rubah lokasi dan pelayanan lokasi kita kok gx bsa di sesuai dengan lokasi kita yang sebenarnya harusnya kasian sama driver nya bingung nyari alamat kita klo alamat kita gx sesuai hrs nya tambah kan fitur rubah lokasi di layanan go food,negatif
gimanasih ini dipakek buka plaplikasi gak bisa diupdate gak bisa diinstal juga gak isa tolonglah gojek nii,negatif
tolong dong di benerin lgi ini jadi bingung klo pesan driver ny gk kliatan udah jln atau blum mau di cancel kasian,negatif
top up gk masuk masuk  nunggu proses lama banget smpe  hari   hari kerja lagi  aplikasi lain lebih cepet dan langsung di proses tanpa nunggu  hari kerja segala,negatif
kenapah setiap order selalu org nyah beda sma yg di aplikasi tolong di tindak tegas agar pelanggan merasa lebih aman dan nyaman,negatif
tolong dong perbaiki dalam penarikan gopaypas pengisian ceper masukpas penarikan lama sekali,netral
kebantu banget berkat adanya gojek terutama pas lagi sakit sendiri dirumah tinggl klik aja di app gojek ongkir gak pake mahal kdang ada voucher diskonnya juga semoga berkah utk gojek dan semua pekerjanya 😇,positif
sayang yah aplikasinya bagus banget tpi akhir ini makin bnyak kerja samanya dngan aplikasi yg berhubungan dengan riba,negatif
parah driver gocar atas nama joko pratomo dengan no pol b  vkt dengan no pesanan rb  p sengaja menambahkan tarif tol rb dan parkir rbpadahal tidak lewat tol bahkan tidak harus bayar parkir karena tidak mampir kemanapun bayar pake gopay,negatif
punya teman yg jarang dipakai malah dapat voucher gede punyaku yg tiap hari order trs malah dapat vouchernya kecil malah kadang gag ada voucher,netral
perasaan update nya rajin tapi sayang promo nya di ilangin lari ke tetangga sebelah dulu ahhh sampe promo nya balik 😁😁😁😁,netral
pak gojek mhn maaf pemesanan layanan gojek utk bbrp waktu belakangan ini krg bagus kenapa ya biasa nya bs pesan brp kali perjalanan namun  hari ini sgt mengecewakan mhn informasinya dan smg ada perbaikan shg kami bs menikmati bbrp kali perjalanan dlm  waktu,negatif
aplikasi gojek ini sangat membantu masyarakat terutama saat pandemi sekarang ini sangat membantu semoga bisa bermanfaat kedpannya terimah kasih gojek,positif
kok masih sering ada yg telfon info dapat hadiah dari ultah gojek tadi malam dan minta kode veryfikasi  digit ya apakah segitu g amannya sampai gampang peretas masuk karena kemunculansms kode gojeknya pun mirip mohon penjelasan dan kalau berbahya tolong ditindak,positif
baru pakai pertama sudah di rugikan order kfc paket yg diantar cuman  paket grab juga yg betul,negatif
saya pengguna gojek lampung kenapa ya sudah beberapa hari ini tarif go ride naik tinggi bgt saya tdk setuju dgn kebijakan ini dan saya harap tarif go ride bisa kembali normal sperti biasa,negatif
bagaimana cara menghubungi cs gojek,positif
hai  kok gojek gitu yaa aku kan mau mesan grab food minuman kesukaan aku nah pas aku mau pencet tombol pesan itu malah ada tulisan driver nya lagi sepi di deket resto padahal aku rela nunggu lama soalnya aku pengen banget minum itu tapi ya gitu gak ada driver  mohon maaf klo gak sopan 🙏🏻,netral
gopay saya di blokir padahal saya tidak melakukan kesalahan dan isinya k tidak ada kelanjutannya padahal itu uang buat kebutuhan saya dan saya jadikan gopay supaya mudah transfer dan memesan makan dengan mudah mohon pihak gojek di tidak lajutin itu uang tiba tiba gk bisa dipakai k mohon bantuannya kami sebagai costumer merasa kecewa dengan adanya kejadian ini mohon gopay saya terbuka,positif
harusnya penilaian bintang yg diberikan pemesan diketahui penjual nya tidak hanya diketahui drivernya saja supaya ada masukan yg membangun merchant 😊😊,positif
gopaylaternya tidak bisa nyicil pakai tenor  bulan cuma bisa  hari saja di marketplace seperti tokopedia kasih limit dong biar bisa nyicil pakai tenor,netral
saya langganan gojek dari dulutapi sekarang tarif gojek lebih mahal dari apk lainsemoga kedepan nya bisa dievaluasi lagi mengenai harga,netral
woy aplikasi bangsat kenapa aku udah isi saldo malah ga bisa di buka kembalikan bangsat saldo aku,negatif
gojek sekarang parah udah ga bertanggung jawab lagi apalagi cs nya ngeselin banget kalau komplain jawabannya ituitu aja udah kayak chat sama robot simsimi tapi mendingan simsimi sih jauh,negatif
lelet kok dibiasainvoucher doang dibanyakin loading halaman lama dibiaringiliran bayar aja dicepetin,negatif
sangat kecewa dgn fitur gopaylater saya berhasil update ke gopay plus lalu ada pilihan ajukan gopay later setelah saya registrasi selalu ditolak alasannya ktp buramrusak padahal menurut saya sudah upload sejelas mungkin dan sidah terlihat identitas ktp saya lalu saya kirim email ke supportfindaya masih dengan alasan yg sama saya minta solusi ternyata jawaban nya saya memenuhi syarat utk gunakan paylater pdhl sdh lama sekali transaksi via gopay,negatif
sekarang susah bangettt dipake nya gaada driver lah apa lah haduh minta tolong diperbaiki yah,netral
gojek memang sangat membantu tetapi sekarang ada banyak oknum tertentu yg memperjualbelikan akun ada banyak juga db tidak sesuaiorangnya juga lain dan ini lumayan meresahkan karena takutnya terjadi hal yg tdk kita inginkanharusnya perusahaan harus bertindak tegas menangani hal ini,negatif
terimakasih pt gojek transaksi uang digital jadi mudah pesanan makanan jadi mudah pesan gojek dan gocar jadi mudah teruslah berkarya untuk kemajuan bangsa tercinta,positif
tolong buat driver nya kalau naik motor jangan sambil main hp apa lagi sambil ngebut sudah banyak saya temui yg seperti itu di tegur malah marah marah demi keselamatan bersama jalan raya milik umum bukan pribadi,negatif
kembalikan seperti dulu cashback gopay jangan pakai gopay point ribet cara menggunakannya dan tidak terlalu penting ujunga ke toko pedia harus membeli barang,negatif
aku kasih bintang  semalam saldoku diculik  via proxima beta itu gimana tolong tingkatkan keamanannya dong saldoku sudah x diculik niih parah ni app,negatif
saya driver kenapa ongkos murah banget ketambah kalo hujanlokasi jemput jauh tapi ongkos tetap  😭😭😭,negatif
gopay saya sampai sekarang blm dibalikin udah via email janji blm ditanggepin juga dan via tlp bilang x jam dan sekarang udah melebihin  hari dan belum ada tanggapan sama sekali tolong respon secepatnya,negatif
sebagai pengguna aplikasi ojek onlinr kecewa  akun saya tiba dibekukan setelah ada yg telfon mengaku dri pihak gojek mendapat hadiah jt rupiah dengan syarat isi saldo gopay dulu rb  karna mencurigakan ga saya hiraukan tapi akun saya langsung berubah nama dan dibekukan saya sebagai customer kecewa kok data pribadi bisa bocor keluar gtu parah gojek👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿,negatif
ini gimana sih developer gojeknya lagi ngantuk apa gimana saya udah berkali mau upgrade gojek premium ko ngga bisa bisa tulisannya gojek telah terhenti,negatif
kok sekarang ngga bisa bayar pake gopay ya selalu muncul tulisan gak bisa lanjutin transaksi ini mohon diperbaiki ya gojek ga bisa bayar apa apa percuma top up,positif
saya mau tanya untuk gojek di area malang kota saya barusan order di daerah malang kota lebih tepatnya di depot mie gacoan lowok waru tapi kenapa ngga ada yang mau ambil orderan ya sdh x kena cancel apakah sepi iti gojek di area malang kota atau karna kami bayarnya pakai gopay,negatif
seneng banget pakai gojek  selalu dapet vocher go ride go food  sama voucher belanja dpt discount or cashback   sukses selalu yaaa,positif
nyoba paylatter di tgal  maret jam  dan ternyata di hari itu juga tgal jatuh tempo  masa berakhit uji coba nyadan harus bayar di hari itu juga paylatter macam apa ini,negatif
kenapa pesan gocargoride gofood pd jam  sudah tidak bisa pdhal ada driver disekitaran lokasi pemesanan tp knp driver tidak mw nrima pesanan nya,netral
woyy pihak gopay kmnaa duit sayaa transaksi ktnya di proes knpa duit ga nyampe sedangkan saldo saya berkurang  saya melakukan tarik uang dari gopay ke mandiri tapi uang blm sampai  saya ga ngeri smaa pihak gopay,negatif
ini kok gabisa di dowload ya pliss dong kok gabisa padahal udah nyoba sampai  kali gabisabisa😭😢,negatif
tolong sistem ny d perbaiki lgi sya selalu d kecewakan oleh sistem ini baru ini,negatif
kasihan sih sama driver yang jujur jadi korban susah orderan karena driverdriver yang pake tuyul yang dapet orderan go food tapi ga dateng ke restonya tapi membeli lagi lewat aplikasi grabfood supaya dapet untung dari potongan voucher,netral
driver minta dibatalin truss hanya karena kejauhan lah yg purapura bilang kosong padahal gk jln kan klihatan dr aplikasi pihak gojek kurang bertanggung jawab tolong di jelaskan ke pihak drivernya padahal karna butuh cepatnya saya,negatif
gojek sangat buruk sekarang dengan kebijakan tidak bisa dicancel langsung padahal abang gojek nya tidak bergerak sama sekali saat mau mengcancel malah tidak bisa dan malah voucher saya hilang gojek sekarang sangat buruk,negatif
ikut prakerja terus upgrade gopay plus ga sampe  menit udah ke upgrade mudah cepet dan gampang banget love you gojek ❤️❤️❤️,positif
kenapa klo order go food selalu dpt driver yg jauh kan jadi repot cancel sana cancel sini pulsa habis buat telpon cs aja makanan tak sampai 😠😠😠 mending order shope food dpt driver dekat langsung di belikan,negatif
kenapa app gojek hrs di update trs giliran di update trs gk bsa dpke bkin emosi aja,negatif
dr gopay reguler di upgrade ke gopay plus mantap byk menu yg disajikantingkatkan terus kinerja aplikasinya dan jgn lupa tingkatkan keamanan akun member gopayuuraaa,positif
sistem yang buluk sudah  jam  kali orderan di tungguin jam pas dapet malah di cencel gara kejauhan jemput tambah bikin anyep,negatif
di aplikasi saya kok jenis layanan tidak komplit yasemisal layanan gocar lgmn tuh cara benerinyapadahal aplikasi sdh di update,netral
sangat membantu dalam keseharian untuk berbelanja apapun tanpa susah payah keluar rumah,positif
ongkir gojek sekarang mahaltrus buat sultan gak ada lg harta karunsaya customer dari dulu merasa kecewadan mungkin akan beralih ke lain,negatif
masa pas di download lagi masi sama masih nyari lokasi pdhl lokasi udh nyala pengen go food gabisa mulu giliran pengen mesen gojek malah bilang kejauhan lah pdhl ga terlalu jaug,negatif
saya sudah tdk bisa lagi download aplikasi gojek selalu gagal dengan tulisan kesalahan tolong dong pihak gojek agar sy bisa menggunakan gojek lagi karena gojek sangat membantu sy untuk sy bekerja,positif
aplikasi ini sama sekali tidak bisa digunakan go shop tidak bisa digunakan go ride juga go mart juga ada apa dengan gojek,negatif
saldo saya kepotong tiba tiba  padahal saya tidak merasa beli voucher gerena sudah komplain tapi tidak di respon  bukan masalah nominal tapi masalah kepercayaan,negatif
respon customer sangat lama bahkan tidak di respon keluhan belum dijawab langsung tulisan laporan diselesaikan padahal belom selesai dan gopay saya terkunci karena transaksi tidak wajar padaha saya menggunakan gopay seperti normal nya memesan goride memesan gofood baya sesama gopay dan membeli data giliran di telfon jawaban selalu kami sedang proses sampai  hari sama saja dan akhirnya di selesaikan begitu saja tanpa adanya solusi,negatif
baru kali ini pake gopay agak kecewa saya pembayaran buat beli antam pake gopay transaksi gagal tapi kok saldo kepotong maf rating saya rubah lagi,positif
driver nya kgk mau duit lama banget nyari driver nya tolong di perbanyak lagi driver gocar nya saya gk suka nunggu lama,negatif
kesel dong sumpah niat gak sih gojek buat goo food nya ini dah lapar dari jam  sampek jam  pesan gak bisa  sedang mencari driver anda  hello gak lagi  deh pesan di gojek kapok aplikasih sebelah lebih baik pelayanan nya sih kayak lebih niat buat aplikasi bsk  tutup go food aja min kasihan yg nunggu,negatif
syaa un instal gojekkarena di dalamnya ada payleter yg membuat saya tergiur pass saya dapat limit payleter saya mau hapus gak bisa jadi akun payleter nya selalu aktif ini yg membuat syaa risih kalo gak ada duit make payleter padahal syaa pengen bener gak mau make payleter maaf gojek gw move ke grab,negatif
apk g jls dah langganan pake apk ini dri mulai pesen makan transfer nabung dll minggu kemaren harga gocar aja masih k makin ke sini jadi k padahal jarak sama blanja d gojek tarif ongkir k wkwkwkwk,negatif
tolong buka akun saya kembali kenapa akun saya ga bisa order padahal gopay saya banyak loh kalo mao niat ngambil saldo ga gini cara nya respon saya secepatnya,negatif
maaf saya komplen kenapa setiap isi saldo di alfamart kenapa selalu gak bisa ayo dong pihak gojek untuk lebih aktif lagi kepada pelanggan,negatif
sangat membantu klo mau berpergian ngga tau lokasi nya tpi cuma tau alamat nya bisa langsung tanya ama bbang drever nya😊😊,positif
aplikasi buruk tiba akun aplikasi di blokir padahal tidak pernah melakukan pelanggaran pesanan,negatif
dah lama g pke gojeg tp tetep oke cm skrg lumayan mahal yauntuk pelayanan selalu terbaiksukses buat gojeg,positif
baik sekali membantu kami yang sedang mendaftar prakerja mohon ditingkatkan lagi kualitas aplikasinya mohon crew gojek cepat tanggap,positif
kok sekarang harganya naik padahal saya tiap hari ke sekolah naik gojek dgn uang sendiri tapi sekarang harganya malah naik drastiss  uang jajan saya makin boros saya kasian dengan yg naik gojek tiap hari ke sekolah uang jajannya jadi lebih boross  tolong turunkan lagi harga gojek yg sekarang kalo nambahnya  gk papa ya ini nambahnya udah  lebih dari harga biasanya  terima kasih,negatif
bukankah diminta memberi bintang ya saat pengiriman driver selesai tpi ujungnya dilabrak drivernya gara kasih bintang  syedih😭😭 jadi takut mau komentar apa kasih komplain dan bintang harus  terus ya,positif
tarif di purwokerto mahalnya keterlaluan ikutin peraturan menteri mah iya bener tp masa iya bisa sampe x lipat sendiri harganya dah gitu bonus driver cuma rp  sih pdhal dulu rp  klo kya gt kan kasian drivernya udah banyak yang males make karena mahal driver dapet bonus dikit juga saya kasian ke driver klo kaya gini terus aplikator sebelah menang banyak tuh,negatif
saya berkali kali menggunakan gocar dan gofood kenapa selalu tidak sesuai plat dan orangnya ya  pelayanan sopirnya juga semoga sukses selalu deh buat gojek,negatif
tolong pemutar token nya jangan seenaknya ajakok tiap putar token selalu dapat,negatif
gw kasih bintang  supaya gopay plus nya di acc soalnya sudah  kali gak di acc aja gak tau masalahnya apa coba dong gojek gw mau teransaksi susah amat,positif
kok di go food lokasi suruh aktifin terus padahal lokasi udah aktif habis diperbarui malah begini,negatif
mohon batuannya kok saya ga bisaditolak terus ya untuk upgrade gopay ke gopay plus terima kasih,negatif
min aku pengen ganti ke akun  nya lagi gimana yah cara hapus akun yang dulu  masalahnya kalo di up ke fiktur pro hanya bisa  kali ktpnya,positif
dengan adanya aplikasi gojek gopaygofuudgocar dll memudahkan bagi kita semua untuk memesan makanan berpergianapalagi sekarang ini covidyg penting kita di rumah saja,positif
aku sebelkadang kalo lagi order gofood udh dpt driver  eh mash nyari aja padahal driver udh lgi beli makanannya akibatnya double driver  batalin  malah ilang semua kan kasihan abang drivernya  nanti costumer yg disalahin kesel aku tuh 😤,negatif
gmna si setiap mau pesen gofood slalu aja ada tulisan promo tdk tersedia udh apus promo masih aja gabisa pesen,negatif
aplikasi ini sdh sejak awal ada tdk bisa lepas dr keseharian kami krna aplikasi ini sangat membantu mobilitas keluarga kamimksh gojek,positif
cukup baik layanan para driver tapi kita sulit dapatkan diver di terminal kedatangan bandara cengkareng karena diblockir oleh pengelola taxi bandara,positif
ngeselin udh download udh  tp  akhirnya tidak bisa d instal ngabisin kuota aja mnding gk jd aja downloadnya saya kasih bintang  aja tuh,negatif
dear all custumer gofood kalo ada driver mitra jarak dekat atau disebut juga driver goceng atau driver ongkos rb yang mintangemis tip secara halus maupun terang²an kasih bintang,negatif
alhamdulilah gojek n gopay sangat membantu saya pas kemarin hp saya ganti  aplikasi lain malah ribet gojek gopay n mitranya tokped kembali sperti smula jadi aku tinggalin icommerce yg lain dan sdh gojek gopay n tokped aja karena ada jaminan akun kembali tdk kbanyakan ribet yg sangat merugikan kita bravo ya smoga slalu lancar smua thank youuuuuuuu,positif
top up saldo susah masuk mau komplain di suruh nunggu xjam buang² waktu,negatif
pesenan ga dianter ke alamat pdhl udah nyampek depan gang dihubungi ga bisa chat ga dibaca  di cek malah posisinya tambah ngejauh,negatif
bagus suka pake ini terutama buat gopay nya bayar kemana mana banyak cashbacknya,positif
saat top up gopay semalam  tapi tidak msuk di aplikasi gojek saya saya sangat rugi uang itu untuk membayar listrik tolong pihak gojek segera di tindak lanjuti  respon nya sangat slow bagaimana ini,negatif
sdh  kali ini sy br nyadar ternyata tarif perjalanan yg tertera di driver sm tarif di customer tdk sama contohnya di driver nominalnya rp  di customer rp tp ttp saldo sy yg ke potong rp kecewa aja gk transparan,negatif
ko sekarang mahal si gojek ridepadahal ga jauh² amat yang dapet promoan malah go food plis lah promo perjalanan soalnya saya setiap malem minggu pake gojek ride tarifnya turunin dong kak  ke atau  ke ngeringanin saya setiap malem minggu cowo saya kerumah saya pake go ride pulang pergi  boncos banget😭,negatif
teruntuk order food estimasi waktu buat apa woii ini saya butuh cepat bukan malah menunggu kan saya bayar bukan ngutang asal lu tau resto gak akan buat makanannya sebelum driver tiba diresto pihak resto gak akan buat makanannya dikarenakan mereka takut dgn kerugian yg akan datang mohon dimengerti terimakasih,netral
knp sih harus update terus toh fiturnya masih sm aja gx berubahjd males mau pk gojek lgi mana kapasitas hp cmn kecil,negatif
kenapasiiii gojek ni sekarang aku mesti dpt driver posisi jauh trus telpon susah gak kayak dulu padahal udah pake nomer yang terdaftar hmmmm kenapaaaaa,positif
kenapa di pencarian lokasi semua berwarna biru jadi gk bisa pake gojek lagi tolong di perbaiki,positif
ini kenapa yah dompet saya tibatiba terblokir tanpa ada info  notifikasi dari pihak gojek saya sebagai pengguna sangat merasa dirugikan karna insentif prakerja saya jadi terkendala  tidak bisa masuk tolong kebijakan dari pihak gojek jangan main blokir aja,negatif
mas benerin kek servernyaorang beli pulsa gopaynya ketarik pulsa gk masuksitu niat gak si anjimpulsanya mau dibeliin kuota buat belajarkan situ pendiri gojek mentri pendidikan gimane si v,negatif
ahir ini kalau hujan gojek susah banget cari drivernyamohon untuk d perbaiki lagi donk sistemnyamasa setiap hujan sy susah sekali kalau mau order gofoodgoride gocar,negatif
terpaksa kasih bintang  harga naiknya terlalu drastis yang tadinya jarak deket cuma k sekarang k,negatif
jangan login pakai nomor telpon doang pakai email juga harusnya  karna nomor lama dan email tertaut,negatif
alhamdulillah kebantu banget qlo tetiba mau pergi gada kendaraan atau mau kirim paket jauh² tapi ga sempet buat nganterin jazakallahu khoyr gosend terimakasih yaaa semoga semakin banyak lagi diskon² nya ❤️,positif
gilak saldo gopay tiba lenyap lg udah x sejak januari kemaren yang anehnya ko pas ada saldonya tanpa otorisasi tiba pembayaran utk app dr smart media apes,negatif
min gimana saya mau login tapi di minta kode keamanan di hp lama tapi setelah di cek tidak ada kode keamanan yang masuk gimana min saya nggak bisa login saldo saya masih banyak min😭😭,negatif
apasih toped kerja sama ama gopay payletter nya di reject mulu anjir baru ini ditolak payletter gabisa jajan di toped di tengah bulan jadinya gara gara ini kredivo di toped dibikin ribet,negatif
waktu memesan makanan gk bisa padahl udh di aktifin lokasinya cmn bisa pesan gojek ma gocar aja gimna ini solusinya,negatif
